"Medical information on Google comes from high-quality websites, medical professionals, and search results."	"Les renseignements médicaux que vous trouvez sur Google proviennent de sites Web de confiance, de professionnels de la santé et de résultats de recherches."
We check these results for relevance.	Nous vérifions la pertinence de ces résultats.
View lineup and top stories on Google.	Affichez la programmation et les histoires à la une sur Google.
Follow the nominees and top stories on Google.	Suivez les nommés et les histoires à la une sur Google.
Awards ceremony is starting now	La cérémonie de remise des prix commence
Viola Desmond’s 104th birthday	104e anniversaire de la naissance de Viola Desmond
Kurt Masur’s 91st Birthday	91e anniversaire de la naissance de Kurt Masur
Lyudmila Rudenko’s 114th Birthday	114e anniversaire de la naissance de Ludmila Rudenko
Mehdi Hassan’s 91st birthday	91e anniversaire de la naissance de Mehdi Hassan
María Rebeca Latigo de Hernández’s 122nd Birthday	122e anniversaire de la naissance de María Rebeca Latigo de Hernández
Carlota Jaramillo’s 114th Birthday	114e anniversaire de la naissance de Carlota Jaramillo
Georges Lemaître’s 124th Birthday	124e anniversaire de la naissance de Georges Lemaître
Feroza Begum’s 88th Birthday	88e anniversaire de la naissance de Firoza Begum
Gino Bartali’s 104th Birthday	104e anniversaire de la naissance de Gino Bartali
"Full cast, reviews and more"	"Distribution complète, avis, et plus encore"
See a search result.	Les résultats de recherche s'affichent alors.
Tap an instant result or finish typing.	"Appuyez sur un résultat instantané ou finissez de saisir votre texte,"
"In the search bar, start typing."	"Dans la barre de recherche, commencez à saisir du texte."
"Below the emojis, tap an emoji category."	"Sinon, vous pouvez aussi appuyer sur une catégorie sous les emoji."
A word will show in the message field.	Un mot est saisi dans le champ du message.
To add this shortcut:	"Pour ajouter ce raccourci, procédez comme suit :"
Hotels where a partner is offering a discount compared to the current market price for that hotel.	Des hôtels pour lesquels un partenaire offre une réduction sur le prix actuel du marché.
Search for hotels on Google	Rechercher des hôtels sur Google
Select a Google Photo Album	Sélectionner un album photo Google
"Games, news, and standings"	"Matchs, actualités et classements"
Win probability not available after 80th minute	Probabilité de victoire non disponible après la 80e minute
Is it flooded around you?	Y-a-t-il des zones inondées à proximité de vous ?
Reorder with Google Express	Commander de nouveau avec Google Express
total includes taxes + fees	taxes et frais compris dans le total
Deleting this entry will unenroll you from the promotion.	"Si vous supprimez cette entrée, vous serez désinscrit de la promotion."
Provided feedback about a contactless payment issue	A envoyé des commentaires concernant un problème lié à un paiement sans contact
Receive updates about new features and best practices	Recevoir des actualités sur les nouvelles fonctionnalités et les bonnes pratiques
Read a book in Play Books	Vous avez lu un livre dans Play Livres
Watched a movie in Play Movies	Vous avez regardé un film dans Play Films
Clicked on a notification about a backup payment method	Vous avez cliqué sur une notification relative à un mode de paiement secondaire
Clicked on a notification about an expiring voucher	Vous avez cliqué sur une notification relative à un coupon qui arrive à expiration
Clicked on a notification about a lower price	Vous avez cliqué sur une notification relative à une baisse de prix
Clicked on a notification about a declined payment	Vous avez cliqué sur une notification relative à un paiement refusé
Clicked on a notification about an expiring movie or show	Vous avez cliqué sur une notification relative à un film ou une émission qui arrive à expiration
Clicked on a notification about a promotion	Vous avez cliqué sur une notification relative à une promotion
Deleted activity from all time	Activité sur toute la période supprimée
Showing English and Hindi definitions together.	Affichage simultané des définitions en anglais et en hindi.
Tap to switch languages.	Appuyez pour changer de langue.
Not available on this device	Non disponible sur cet appareil
Most asked on Google	Question fréquente sur Google
Get it with Google Express	Achetez cet article avec Google Express
Marga Faulstich’s 103rd birthday	103e anniversaire de la naissance de Marga Faulstich
Celebrating James Wong Howe	Hommage à James Wong Howe
Prices unavailable for these dates	Prix non disponibles pour ces dates
You can also update by downloading the latest version of WordPress.	Vous pouvez également effectuer la mise à jour en téléchargeant la dernière version de WordPress.
Expiring movie or show	Film ou série bientôt expiré
Report a problem with the map	Signaler un problème concernant le plan
Report a problem with the results	Signaler un problème concernant les résultats
Report a problem with this question	Signaler un problème concernant cette question
Report a problem with the directions	Signaler un problème concernant l'itinéraire
Post updates on Google	Poster des actualités sur Google
Create posts that appear instantly on Google Search results	Créez des posts qui s'afficheront instantanément dans les résultats de recherche Google.
Tip: Add any location to the search box	Astuce : Ajoutez un lieu dans le champ de recherche.
Are you sure? Your changes will be public on Google Search.	Voulez-vous continuer ? Vos modifications seront visibles publiquement dans la recherche Google.
Create a story on Google	Créer une histoire sur Google
This name will appear on Google	Ce nom figurera sur Google
Pro Tools Session Preparataion	Préparation de la session Pro Tools
Catch more of the behind-the-scenes action in the video below!	Explorez davantage les coulisses dans la vidéo ci-dessous.
Colors were also very important.	Les couleurs étaient également très importantes.
He created and painted all the assets himself!	Il réalisait et peignait tous les éléments lui-même !
He saw film and cameras as more than just tools to capture images.	"Pour lui, une pellicule et une caméra faisaient bien plus que capturer des images."
Doodler and project art lead Helene Leroux shares a behind-the-scenes look of the development of the Doodle:	"Hélène Leroux, créatrice de doodles et directrice de projets artistiques, nous fait découvrir les coulisses du développement de ce doodle :"
Both of the examples above bring us to another major contribution of his pioneering mind: special effects.	Ces deux exemples nous amènent à une autre contribution majeure de son esprit pionnier : les effets spéciaux.
Saved to your default Shortlist:	Enregistré dans votre liste par défaut :
"Institute of Geophysics, University of Tehran"	"Institut de géophysique, Université de Téhéran"
View and manage your Google Play Developer account	Consulter et gérer votre compte développeur Google Play
Tom Longboat’s 131st Birthday	131e anniversaire de la naissance de Tom Longboat
Virginia Apgar’s 109th Birthday	109e anniversaire de la naissance de Virginia Apgar
Prasanta Chandra Mahalanobis’s 125th birthday	125e anniversaire de la naissance de Prasanta Chandra Mahalanobis
Saloua Raouda Choucair’s 102nd Birthday	102e anniversaire de la naissance de Saloua Raouda Choucair
Gauhar Jaan’s 145th birthday	145e anniversaire de la naissance de Gauhar Jaan
Heinz Sielmann’s 101st Birthday	101e anniversaire de la naissance de Heinz Sielmann
George de Mestral’s 111th Birthday	111e anniversaire de la naissance de George de Mestral
José Emilio Pacheco’s 79th birthday	79e anniversaire de la naissance de José Emilio Pacheco
Celebrating Jang Yeong-sil	Hommage à Jang Yeong-sil
Dame Cicely Saunders’s 100th Birthday	100e anniversaire de la naissance de Cicely Saunders
"New results loaded inline, please go to the next result."	Nouveaux résultats chargés en ligne. Veuillez passer au résultat suivant.
Retry failed searches in the background	Relancer en arrière-plan les recherches qui ont échoué
View previous posts on Google	Afficher les posts précédents sur Google
Show this code at the store	Code à présenter en magasin
switch from degrees to radians	passer de degrés en radians
switch from radians to degrees	passer de radians en degrés
Google is not a party to the product sale	Google ne participe pas à la vente de produits
Browse some featured items sold here.	Découvrez certains articles phare vendus ici.
Add an image to each page to publish	Ajoutez une image à chaque page à publier
Verify your age for your Google account	Confirmer votre âge pour votre compte Google
No updates available for this flight	Aucune nouvelle information disponible pour ce vol
Drag and zoom to crop the image	Faites glisser l'image et zoomez pour la recadrer
Verify your age for this session	Confirmer votre âge pour cette session
This will help improve search results for everyone.	Cela contribuera à améliorer les résultats de recherche pour tous les utilisateurs.
Get the answer you’re looking for added to the web	Demandez que la réponse à votre question soit ajoutée au Web
Are you sure you want to remove this link?	Voulez-vous vraiment supprimer cette association ?
Are you sure you want to remove this caption?	Voulez-vous vraiment supprimer cette légende ?
Upload an image to all pages to add another	"Pour ajouter une page, importez des images pour toutes les autre pages"
Upload an image to all previous pages to add another page.	"Pour ajouter une page, importez des images pour toutes les pages précédentes."
"We're sorry, but you have sent too many requests to us recently. Please try again later."	"Désolé, vous avez dépassé le nombre de demandes que vous pouvez nous envoyer. Veuillez réessayer plus tard."
"We're sorry, but you do not have access to this page."	"Désolé, vous n'avez pas accès à cette page."
That’s all we know.	C'est tout ce que nous savons.
There was an error. Please try again later.	Une erreur s'est produite. Veuillez réessayer ultérieurement.
Is your phone number correct?	Numéro de téléphone correct ?
Make sure customers can call you directly	Faites en sorte que vos clients puissent vous appeler directement
Keeping photos fresh helps build your online presence	Actualisez vos photos pour développer votre présence en ligne
More about George Melies	En savoir plus sur Georges Méliès
Add a caption to your page	Ajouter une légende à votre page
Are you sure you want to remove this page?	Voulez-vous vraiment supprimer cette page ?
Net change in cash	Variation nette en trésorerie
"To publish, add an image to all pages"	"Pour publier votre contenu, ajoutez une image à toutes les pages"
"To modify an image or fact, you can suggest an edit"	"Pour corriger une image ou un fait, vous pouvez suggérer une modification"
Share fresh updates with people who are eager to hear from you	Partagez des informations récentes avec les utilisateurs qui suivent votre actualité
Double tapping the space bar will insert a period followed by a space.	Appuyez deux fois sur la barre d'espace pour insérer un point suivi d'un espace.
Add or change info	Ajouter ou modifier des informations
More financial info and news	Plus d'informations financières et d'actualités
This email has already been saved	Cette adresse e-mail a déjà été enregistrée
Enter a valid email address and try again.	Saisissez une adresse e-mail valide et réessayez.
Cancel changes to visibility time	Annuler la modification de l'heure limite de visibilité
Visibility time must be after publish time	L'heure limite de visibilité doit être postérieure à l'heure de publication.
We will respond to clear notices of alleged copyright infringement.	Nous répondrons à tout signalement de violation présumée des droits d'auteur.
Images or video should include no nudity or sex acts.	Les images ou les vidéos présentant de la nudité ou des actes sexuels ne sont pas autorisées.
You can delete saved words whenever you want.	et vous pouvez les supprimer à tout moment.
Delete saved words from Gboard	Supprimer les mots mémorisés dans Gboard
Saved words on your device aren’t sent.	"Les mots enregistrés sur votre appareil ne sont pas envoyés,"
To add Gboard back to your keyboard list:	"Pour restaurer Gboard dans cette liste, procédez comme suit :"
"If these steps don’t work, try restarting your phone."	"Si cela ne fonctionne pas, essayez de redémarrer votre téléphone."
Gboard is no longer in my keyboard list	Gboard ne figure plus dans ma liste de claviers
"Slide your finger across the letters of the word you want, then lift your finger."	"Faites glisser votre doigt sur les lettres du mot à saisir, puis relevez-le."
"On your iPhone or iPad, open Gboard."	"Sur votre iPhone ou votre iPad, lancez Gboard."
"To fix the issue, remove Gboard from your keyboard list, then add it back."	"Pour résoudre le problème, supprimez Gboard de la liste de claviers, puis rajoutez-le."
"To edit a word, type the changes or choose a suggestion below the message field."	"Pour modifier un mot, saisissez les modifications ou choisissez une suggestion sous le champ de saisie du texte."
Tap one or more emojis you want.	Appuyez sur un ou plusieurs emoji à envoyer.
"Or below the emojis, tap an emoji category."	"Sinon, vous pouvez aussi appuyer sur une catégorie sous les emoji."
Send emojis or GIFs	Envoyer des emoji ou des GIF
Tap the card you want to share.	Appuyez sur la carte que vous souhaitez partager.
"On your iPhone or iPad, while in an app, open Gboard."	"Sur votre iPhone ou votre iPad, accédez à une application, puis lancez Gboard."
Make Gboard your default keyboard	Utiliser Gboard comme clavier par défaut
Search Google and send results	Lancer une recherche Google et envoyer les résultats
You can switch to another keyboard any time.	Vous pouvez changer de clavier à tout moment.
"On your iPhone or iPad, open an app, then tap the message field."	"Sur votre iPhone ou votre iPad, ouvrez une application, puis appuyez sur le champ du message."
"To search Google or GIFs, connect to Wi-Fi or a cellular network."	"Pour lancer une recherche Google ou rechercher des GIF, connectez-vous au Wi-Fi ou à un réseau mobile."
"Then, you can share your search results."	"Ensuite, vous pouvez partager vos résultats de recherche."
"Languages available: English, Spanish, German, French, Italian, and Portuguese"	"Langues disponibles : allemand, anglais, espagnol, français, italien et portugais."
Search and send GIFs and emojis.	rechercher et envoyer des GIF et des emoji ;
The switch should be green.	Celui-ci devient vert.
"To edit a word, type the changes or choose a suggestion below the message field."	"Pour modifier un mot, saisissez les modifications ou choisissez une suggestion sous le champ de saisie du texte."
Then lift your finger.	puis relevez le doigt.
Tap the language to translate into.	Appuyez sur la langue dans laquelle traduire.
Tap one or more emojis.	Appuyez sur un ou plusieurs emoji.
Then you can share your search results.	"Ensuite, vous pouvez partager vos résultats de recherche."
"To search Google or GIFs, connect to Wi-Fi or a mobile network."	"Pour lancer une recherche Google ou rechercher des GIF, connectez-vous au Wi-Fi ou à un réseau mobile."
"While in an app, open Gboard."	"Accédez à une application, puis lancez Gboard."
"To type in more than one language, choose your languages."	"Pour saisir du texte dans plusieurs langues, sélectionnez celles-ci comme indiqué ci-dessous."
Add Google Search button	Ajouter le bouton de la recherche Google
Choose languages for your phone	Choisir les langues pour le téléphone
Use more than one language in the same conversation.	utiliser plusieurs langues dans la même conversation ;
"Search and send GIFs, emojis, and stickers."	"lancer une recherche et envoyer des GIF, des emoji et des autocollants ;"
Tip: Location can be changed in the search box. Nearby cities appear here.	Astuce : Vous pouvez modifier le lieu dans le champ de recherche. Les villes voisines sont affichées ici.
Contact this property for rates and availability	Contacter cet établissement pour connaître les tarifs et la disponibilité
Mrinalini Sarabhai’s 100th Birthday	100e anniversaire de la naissance de Mrinalini Sarabhai
Raja Ram Mohan Roy’s 246th Birthday	246e anniversaire de la naissance du Raja Râm Mohan Roy
Milton Santos’s 92nd Birthday	92e anniversaire de la naissance de Milton Santos
Radwa Ashour’s 72nd Birthday	72e anniversaire de la naissance de Radwa Ashour
Levi Celerio’s 108th Birthday	108e anniversaire de la naissance de Levi Celerio
Tamara de Lempicka’s 120th Birthday	120e anniversaire de la naissance de Tamara de Lempicka
Sam Selvon’s 95th Birthday	95e anniversaire de la naissance de Sam Selvon
Maria Reiche’s 115th Birthday	115e anniversaire de la naissance de Maria Reiche
Dadasaheb Phalke’s 148th Birthday	148e anniversaire de la naissance de Dadasaheb Phalke
Hedwig Kohn’s 131st Birthday	131e anniversaire de la naissance de Hedwig Kohn
Chote Praepan’s 111th Birthday	111e anniversaire de la naissance de Chote Praepan
Johann Carl Friedrich Gauß’s 241st Birthday	241e anniversaire de la naissance de Johann Carl Friedrich Gauß
Average net cost after aid	Coût net moyen avec aide
Average cost before aid	Coût moyen sans aide
No network available. Check your connection and try again.	"Aucun réseau disponible. Vérifiez votre connexion, puis réessayez."
Help others with these English translations:	Aidez les autres utilisateurs en traduisant ces contenus rédigés en anglais :
Help translate this title?	Et si vous traduisiez ce titre ?
"Tuition, fees, and annual cost"	"Frais de scolarité, dépenses et coût annuel"
Social and economic diversity	Diversité économique et sociale
Google Express works with stores to make checkout easy and protect your order	Google Express travaille en collaboration avec des magasins pour simplifier le règlement de vos achats et protéger votre commande
Estimated pickup: Not available	Heure de retrait estimée : indisponible
Based on ratings and visits	Sélection basée sur les notes et les visites
Estimated delivery: Not available	Heure de livraison estimée : indisponible
Francisco Balagtas’ 230th Birthday	230e anniversaire de la naissance de Francisco Balagtas
Milton Santos’ 92nd Birthday	92e anniversaire de la naissance de Milton Santos
Farouque Shaikh’s 70th Birthday	70e anniversaire de la naissance de Farooq Sheikh
Failed to make contactless payment	Échec du paiement sans contact
Dr. Maya Angelou’s 90th Birthday	90e anniversaire de la naissance de Maya Angelou
"Depending on the type of place you searched, you could see some of these filters:"	"Selon le type de lieu que vous avez recherché, certains des filtres suivants peuvent être affichés :"
Ways to filter search results	Filtrer les résultats de recherche
"On your computer, in a browser like Chrome or Firefox, do a search on Google."	"Dans un navigateur tel que Chrome ou Firefox, effectuez une recherche sur Google."
"On your mobile device, in a mobile browser like Chrome or Safari, do a search on Google."	"Dans un navigateur pour mobile tel que Chrome ou Safari, effectuez une recherche sur Google."
Add or remove filters	Ajouter ou supprimer des filtres
Latest posts from this business	Derniers posts publiés par cette entreprise
Import or download your portfolio	Importer ou télécharger votre portefeuille
Turn on email alerts for this search	Activez les alertes par e-mail pour cette recherche
Alerts are on for this search	Les alertes sont activées pour cette recherche
They may also be based on:	Les facteurs suivants peuvent également avoir un impact sur leur diffusion :
Your visits to other websites and apps	Autres sites Web et applications que vous avez consultés
It may also be based on:	Les facteurs suivants peuvent également avoir un impact sur sa diffusion :
"Financial news, comparisons and more"	"Actualités financières, comparaisons, etc."
Did you find this helpful?	Ce contenu vous a-t-il été utile ?
Deselect filter chips to see more products	Désélectionnez des filtres pour voir plus de produits
This ad is based on:	Cette annonce est basée sur les éléments suivants :
Drop photos here to upload	Déposer les photos à importer ici
Open in new window	Ouvrir dans une nouvelle fenêtre
Which team do you think will win the upcoming match?	"Selon vous, quelle équipe va gagner le prochain match ?"
Which team do you think will advance to the next round?	"Selon vous, quelle équipe va se qualifier pour la phase suivante ?"
Who do you think will advance to the next round?	"Selon vous, qui va se qualifier pour la phase suivante ?"
Who do you think will win the upcoming match?	"Selon vous, qui va gagner le prochain match ?"
Now in theaters · Critic reviews available	Actuellement en salle · Avis des critiques
Now in theaters · Metacritic rating available	Actuellement en salle · Classement Metacritic
Now in theaters · Rotten Tomatoes rating available	Actuellement en salle · Classement Rotten Tomatoes
Now in theaters · Trailer available	Actuellement en salle · Bande-annonce
Now in theaters · IMDb rating available	Actuellement en salle · Classement IMDb
Now in theaters · Cast available	Actuellement en salle · Informations sur la distribution du film
Tamara de Lempicka’s 120th birthday	120e anniversaire de la naissance de Tamara de Lempicka
Mrinalini Sarabhai’s 100th birthday	100e anniversaire de la naissance de Mrinalini Sarabhai
Raja Ram Mohan Roy’s 246th birthday	246e anniversaire de la naissance du Raja Râm Mohan Roy
Radwa Ashour’s 72nd birthday	72e anniversaire de la naissance de Radwa Ashour
Sam Selvon’s 95th birthday	95e anniversaire de la naissance de Sam Selvon
Milton Santos’s 92nd birthday	92e anniversaire de la naissance de Milton Santos
Chote Praepan’s 111th birthday	111e anniversaire de la naissance de Chote Praepan
Maria Reiche’s 115th birthday	115e anniversaire de la naissance de Maria Reiche
This will permanently remove all the visits at this place from your Timeline.	Toutes vos visites de ce lieu seront définitivement supprimées de vos trajets.
Remove this place from your Timeline?	Supprimer ce lieu de vos trajets ?
Rate to improve your recommendations	Donnez une note pour améliorer vos recommandations
Comments will be visible to others and identified by your Google Account nickname.	Les commentaires que vous publiez seront accessibles aux utilisateurs et votre identifiant de compte Google s'affichera.
Get it in your calendar	Retrouvez vos événements dans votre agenda
Upgrade to a smarter calendar	Passez à un agenda plus intelligent
Spreads through contaminated food or water	Se propage par le biais d'aliments ou d'eau contaminés
Through contaminated food or water.	Par de l'eau ou des aliments contaminés
30th Anniversary of Pi Day!	30e anniversaire de la journée de pi !
Test run by Measurement Lab	Test exécuté par Measurement Lab
Tapped with Google Pay	Paiement sans contact avec Google Pay
The type of communication used the first time you connect with someone.	Type de communication utilisé lors de la première prise de contact avec une personne.
Scholar Profiles provide a simple way for authors to keep track of citations to their published articles	Les profils Google Scholar permettent aux auteurs de facilement suivre les citations de leurs publications
Monitor the Web for new content	Surveiller le Web à la recherche de nouveaux contenus
Google Calendar helps you set and achieve long term goals	Google Agenda vous aide à définir et à atteindre vos objectifs à long terme
Tap hours to see times	Appuyez sur les heures pour afficher la fréquentation de cet établissement
Show this code at the store.	Code à présenter en magasin.
Click hours to see times	Cliquez sur les heures pour afficher la fréquentation de cet établissement
Tap to view prices	Appuyer pour voir les prix
View and manage web hosting plans and resource records for your domains	Affichez et gérez les forfaits d'hébergement Web et les enregistrements de ressources pour vos domaines.
View web hosting plans and resource records for your domains	Affichez les forfaits d'hébergement Web et les enregistrements de ressources pour vos domaines.
"Can have no symptoms, but people may experience:"	"Les personnes atteintes de cette maladie peuvent ne pas présenter de symptômes, mais elles peuvent également présenter les suivants :"
Web pages that include matching image	Pages Web comprenant une image correspondante
Processed by Google Payments Corp.	Traitée par Google Payments Corp
Find your saved events here	Retrouvez ici vos événements enregistrés
Control the data Play Console uses to personalize your experience.	Contrôlez les données que la console Play utilise pour personnaliser votre expérience.
Visit Play Console settings	Accéder aux paramètres de la console Play
Saving an event will add it to this tab so that you can find it later.	"Si vous enregistrez un événement, il sera ajouté à cet onglet pour que vous puissiez le retrouver plus tard."
RETURN TO SEARCH RESULTS	REVENIR AUX RÉSULTATS DE RECHERCHE
Processed by Google Payment Corp	Traité par Google Payment Corp
Hedwig Kohn’s 131st birthday	131e anniversaire de Hedwig Kohn
Make sure the following settings are on	Assurez-vous que les paramètres suivants sont activés
Thank you for your input. Your suggestions help improve Google search.	Merci pour votre contribution. Vos suggestions nous aideront à améliorer la recherche Google.
Your question will not be submitted	Votre question ne sera pas envoyée
No providers match your search.	Aucun fournisseur ne correspond à votre recherche.
"Confirm the service and ZIP code, and try again."	"Confirmez le service et le code postal, puis réessayez."
Note: Not all providers offer all services	Remarque : Tous les fournisseurs ne proposent pas tous les services
Enter a ZIP code to find local pros	Saisissez un code postal pour trouver des professionnels locaux
Try searching over a larger date range.	Essayez sur un intervalle de dates plus long.
Something has gone wrong... Try again.	Un problème est survenu... Veuillez réessayer.
Orhan Veli Kanık’s 104th Birthday	104e anniversaire de la naissance d'Orhan Veli Kanık
Slow to load? Try an optimized page.	Chargement trop lent ? Essayez une page optimisée.
30th Anniversary of Pi Day	30e anniversaire de la journée de pi
Hung Kings Commemoration Day	Fête des rois Hùng Vương
"RECENTLY VIEWED, AVAILABLE HERE"	PRODUITS CONSULTÉS RÉCEMMENT DISPONIBLES DANS CE MAGASIN
You can now search by voice in multiple languages.	vous pouvez maintenant effectuer des recherches vocales dans plusieurs langues.
This email is already in the system	Cette adresse e-mail est déjà dans le système
All items in this collection will be removed. Are you sure you want to remove this collection?	Tous les éléments de cette collection seront supprimés. Voulez-vous vraiment supprimer cette collection ?
only available on mobile devices	uniquement disponible sur les appareils mobiles
View list in events	Afficher la liste dans les événements
Double tap to manage your home control settings.	Appuyez deux fois pour gérer vos paramètres domotiques.
Home Control is not yet supported.	Les appareils de domotique ne sont pas encore acceptés.
View medal counts and top news on Google.	Découvrez le décompte des médailles et le top des actualités sur Google.
This action cannot be undone.	Cette action est irréversible.
Nazia Hassan’s 53rd Birthday	53e anniversaire de la naissance de Nazia Hassan
Maya Angelou’s 90th Birthday	90e anniversaire de la naissance de Maya Angelou
Fanny Blankers-Koen’s 100th Birthday	100e anniversaire de la naissance de Fanny Blankers-Koen
Francisco Balagtas’s 230th Birthday	230e anniversaire de la naissance de Francisco Balagtas
Levi Celerio’s 108th birthday	108e anniversaire de la naissance de Levi Celerio
Kamaladevi Chattopadhyay’s 115th Birthday	115e anniversaire de la naissance de Kamaladevi Chattopadhyay
John Harrison’s 325th Birthday	325e anniversaire de la naissance de John Harrison
Dadasaheb Phalke’s 148th birthday	148e anniversaire de la naissance de Dadasaheb Phalke
Johann Carl Friedrich Gauß’s 241st birthday	241e anniversaire de la naissance de Johann Carl Friedrich Gauß
Celebrating Freedom Day and Ahmed Kathrada	Jour de la liberté et hommage à Ahmed Kathrada
177th Anniversary of Semper Opera House	177e anniversaire du Semperoper
More travel inspiration and trip ideas	Autres suggestions de destinations et idées de voyages
Some results are not shown.	Certains résultats ne sont pas affichés.
Debug remote Chrome instances	Déboguer les occurrences Chrome à distance
Send a digital gift to someone you like	Envoyez un cadeau numérique à un être cher
Get the search results most relevant to you	Obtenez des résultats de recherche aussi pertinents que possible
Create mailing lists and discussion groups	Créez des listes de diffusion et des groupes de discussion.
Upload photos and videos to Google+ from your device with Auto Backup.	La fonctionnalité de sauvegarde automatique vous permet d'importer dans Google+ des photos et des vidéos stockées sur votre appareil.
Adjust bid and budget for your AdWords account based on its historical data.	Ajustez les enchères et le budget dans votre compte AdWords en vous basant sur les données de l'historique.
Compare the world's interest in your favourite topics.	Découvrez combien d'internautes s'intéressent aux mêmes choses que vous à travers le monde.
"Register a domain, get hosting, and build a website with Google Domains."	"Enregistrez un domaine, chargez-vous de l'hébergement et créez un site Web avec Google Domains."
Find new 3rd party solutions to complement your Google products	Recherchez des solutions tierces susceptibles de compléter les produits Google
Common APIs for Google Apps Data	API courantes pour Google Apps Data
"Post your products on Merchant Center, find them on Google."	Publiez vos produits sur le Centre des marchands et retrouvez-les sur Google.
Backup and download the data in your Google Account.	Sauvegardez et téléchargez les données de votre compte Google.
An easy way to share content online	Partagez facilement un contenu en ligne
Ask a question. Set your price. Get your answer.	Posez une question. Définissez votre prix. Obtenez une réponse.
Store and share photos online with Google Photos and Picasa Web Albums	Stockez et partagez vos photos en ligne grâce à Google Photos et à Picasa Albums Web.
Develop applications using Google APIs and the Google Cloud Platform.	Développez des applications à l'aide des API Google et de Google Cloud Platform.
Find events anytime and anywhere	Rechercher des événements n'importe où et n'importe quand
Google services for small and medium businesses	Services Google pour les petites et les moyennes entreprises
Connect to Wi-Fi networks	Se connecter à des réseaux Wi-Fi
"Frontend for Google travel - flights, hotels and travel-assistant."	"Interface pour Google Travel : vols, hôtels et assistant de voyage."
Manage health information securely and get trustworthy guidance	Gérez votre dossier médical en toute sécurité et bénéficiez de conseils fiables
Create and search ads	Créez et recherchez des publicités
Get your business on Google for free with Google My Business	Faire connaître gratuitement son entreprise sur Google grâce à Google My Business
Help the world find your content	Faites-vous connaître dans le monde entier
"Add news, games and more to the Google homepage"	"Ajoutez des actualités, des jeux et bien plus encore sur votre page d'accueil Google"
Connect with a community of trusted friends	Rejoignez une communauté d'amis de confiance
Google+ Photos Chrome App	Application Chrome Google+ Photos
"A faster, safer and more convenient way to shop online"	"Un mode d'achat en ligne plus rapide, plus sûr et plus pratique"
Manage and optimize pay-per-click advertisements and keywords across all major search engines	Gérer et optimiser les campagnes de paiement au clic et les mots de passe dans tous les principaux moteurs de recherche
Create your own customized Google News	Créez votre propre version personnalisée de Google Actualités
Chrome Remote Desktop Directory	Répertoire du bureau à distance Chrome
Organize your schedule and share events with friends	Organisez votre emploi du temps et partagez des événements avec vos proches.
Import contacts from remote accounts.	Importer des contacts à partir de comptes distants
"Upload, share and watch videos on the web"	"Envoyez, partagez et regardez des vidéos sur le Web"
Find buyers searching for what you sell	Trouvez des acheteurs potentiels à la recherche de vos produits
The specified directory is readonly or file exists and is write-protected.	"Le répertoire indiqué est en lecture seule, ou le fichier existe et est protégé en écriture."
Get real help from real people in real time	"Obtenez une aide réelle auprès de personnes réelles, en temps réel."
Invalid number of fields in cron schedule; five fields are required	Nombre incorrect de champs dans la planification cron ; vous devez obligatoirement indiquer cinq champs
Read Fitness Blood Glucose Data	Lire les données Fitness Blood Glucose
Where shoppers use the power of Google to find your products.	Vos clients potentiels utilisent la puissance de Google pour trouver vos produits.
Get Google's view of your site	Obtenez le point de vue de Google sur votre site.
Connecting donors to charities	Mise en relation de donneurs et d'organisations caritatives
"Quickly post thoughts, interact with people, and more"	"Publiez vos messages rapidement, échangez vos idées et bien plus encore"
"Easily create, share, and publish professional maps."	"Créez, partagez et publiez facilement des cartes d'une qualité professionnelle."
Receive messages from Google services	Recevez des messages de la part des services Google.
get local weather updates	bulletins de météo locale
Let's Educators manage a whitelist of YouTube Content appropriate for their Google Apps for Education domain.	Donne aux enseignants la possibilité de gérer une liste blanche des contenus YouTube adaptés à leur domaine Google Apps for Education.
Google Video Search Partner Demo	Démo de partenaire de recherche Google Video
Your direct route to selling and sharing your music with fans	Le chemin le plus court pour vendre votre musique et la partager avec vos fans
Track status of your job applications	Effectuez le suivi de vos candidatures à des offres d'emploi
Email address must have a domain name	L'adresse e-mail doit contenir un nom de domaine.
Please use a combination of digits and letters for your password.	Votre mot de passe doit comporter des chiffres et des lettres.
Enable access to Jamboard web and mobile clients	Activer l'accès aux clients Web et mobiles Jamboard
Google Play Music Songza Account Linkage	Association des comptes Google Play Musique et Songza
Answer the questions your audience cares about.	Répondez aux questions qui intéressent les participants.
A new way to get online content on your consumer electronics devices	Une nouvelle façon de transférer un contenu en ligne sur un appareil électronique
Community based knowledge search	Rechercher des connaissances dans la communauté
"Easily create, share, and publish custom maps."	"Créez, partagez et publiez facilement des cartes personnalisées."
Search in all your Google Apps	Rechercher dans l'ensemble de Google Apps
Google+ Pages Additional Terms of Service	Conditions d'utilisation supplémentaires relatives aux pages Google+
Email address must have a user name	L'adresse e-mail doit contenir un nom d'utilisateur
Get a monthly summary of your account activity across many Google products	Obtenez un résumé mensuel des activités de votre compte pour de nombreux produits Google.
Configure policies for Chrome browsers	Configurer les règles pour les navigateurs Google Chrome
The file path is invalid.	Le chemin est incorrect.
"Information when you want it, right on your desktop"	"Les informations quand vous en avez besoin, directement sur votre Bureau"
Advertise your business on the radio	Faites de la publicité pour votre entreprise à la radio
Jamboard Web and Mobile Apps	Applications Web et mobiles Jamboard
